EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.00015544891357421875,0,1,INITIAL_BUFFERING,Writing,45226
0.0017428398132324219,0,1,PLAY,InitialBuffering-Play,0
0.0021734237670898438,0,0,PLAY,StillPlaying,45226
0.41235804557800293,0,1,PLAY,Writing,88783.0
1.145226001739502,1,2,PLAY,Writing,128503.0
2.211189031600952,2,3,PLAY,Writing,177437.0
3.413238286972046,3,4,PLAY,Writing,217761.0
4.002617120742798,4,3,PLAY,StillPlaying,88783.0
4.3871073722839355,4,4,PLAY,Writing,255865.0
5.388362407684326,5,5,PLAY,Writing,323047.0
7.702473402023315,7,6,PLAY,Writing,378355.0
8.002610206604004,8,5,PLAY,StillPlaying,128503.0
10.887014865875244,10,6,PLAY,Writing,509091.0
12.00255799293518,12,5,PLAY,StillPlaying,177437.0
13.935919761657715,13,6,PLAY,Writing,577751.0
16.002559661865234,16,5,PLAY,StillPlaying,217761.0
18.452698230743408,18,6,PLAY,Writing,782553.0
20.002547025680542,20,5,PLAY,StillPlaying,255865.0
22.807204961776733,22,6,PLAY,Writing,577751.0
24.002548217773438,24,5,PLAY,StillPlaying,323047.0
28.002558946609497,28,4,PLAY,StillPlaying,378355.0
28.388634204864502,28,5,PLAY,Writing,782553.0
32.00256538391113,32,4,PLAY,StillPlaying,509091.0
33.55574321746826,33,5,PLAY,Writing,577751.0
36.00261831283569,36,4,PLAY,StillPlaying,577751.0
37.599623918533325,37,5,PLAY,Writing,509091.0
39.46127796173096,39,6,PLAY,Writing,577751.0
40.00262689590454,40,5,PLAY,StillPlaying,782553.0
40.655221939086914,40,6,PLAY,Writing,378355.0
42.88617300987244,42,7,PLAY,Writing,509091.0
44.002586126327515,44,6,PLAY,StillPlaying,577751.0
45.43858051300049,45,7,PLAY,Writing,577751.0
48.00262451171875,48,6,PLAY,StillPlaying,782553.0
49.62296652793884,49,7,PLAY,Writing,782553.0
52.002634048461914,52,6,PLAY,StillPlaying,577751.0
52.78182101249695,52,7,PLAY,Writing,577751.0
56.002641677856445,56,6,PLAY,StillPlaying,509091.0
56.8371901512146,56,7,PLAY,Writing,782553.0
58.86856508255005,58,8,PLAY,Writing,577751.0
60.002562284469604,60,7,PLAY,StillPlaying,577751.0
61.95708656311035,61,8,PLAY,Writing,782553.0
63.823660373687744,63,9,PLAY,Writing,577751.0
64.00259447097778,64,8,PLAY,StillPlaying,378355.0
66.61878752708435,66,9,PLAY,Writing,782553.0
68.00255537033081,68,8,PLAY,StillPlaying,509091.0
69.586350440979,69,9,PLAY,Writing,577751.0
72.00258278846741,72,8,PLAY,StillPlaying,577751.0
73.66503477096558,73,9,PLAY,Writing,782553.0
76.00256633758545,76,8,PLAY,StillPlaying,782553.0
76.17470526695251,76,9,PLAY,Writing,577751.0
80.0026581287384,80,8,PLAY,StillPlaying,577751.0
80.3363127708435,80,9,PLAY,Writing,782553.0
83.44509744644165,83,10,PLAY,Writing,577751.0
84.00255727767944,84,9,PLAY,StillPlaying,782553.0
88.00258898735046,88,8,PLAY,StillPlaying,577751.0
88.07199668884277,88,9,PLAY,Writing,782553.0
91.31377243995667,91,10,PLAY,Writing,577751.0
92.00256037712097,92,9,PLAY,StillPlaying,782553.0
96.00263166427612,96,8,PLAY,StillPlaying,577751.0
97.17798662185669,97,9,PLAY,Writing,782553.0
100.00259566307068,100,8,PLAY,StillPlaying,782553.0
100.56378197669983,100,9,PLAY,Writing,577751.0
104.00257515907288,104,8,PLAY,StillPlaying,577751.0
104.91376304626465,104,9,PLAY,Writing,782553.0
108.00261282920837,108,8,PLAY,StillPlaying,782553.0
108.75601553916931,108,9,PLAY,Writing,577751.0
112.0026044845581,112,8,PLAY,StillPlaying,577751.0
112.70159554481506,112,9,PLAY,Writing,782553.0
115.38469505310059,115,10,PLAY,Writing,577751.0
116.0025544166565,116,9,PLAY,StillPlaying,782553.0
119.09175753593445,119,10,PLAY,Writing,782553.0
