EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.00013589859008789062,0,1,INITIAL_BUFFERING,Writing,45226
0.0017178058624267578,0,1,PLAY,InitialBuffering-Play,0
0.002167940139770508,0,0,PLAY,StillPlaying,45226
0.22946786880493164,0,1,PLAY,Writing,88783.0
0.5716047286987305,0,2,PLAY,Writing,128503.0
1.0706150531768799,1,3,PLAY,Writing,177437.0
1.7532062530517578,1,4,PLAY,Writing,217761.0
2.3716070652008057,2,5,PLAY,Writing,255865.0
2.84370493888855,2,6,PLAY,Writing,323047.0
3.883270502090454,3,7,PLAY,Writing,378355.0
4.002509593963623,4,6,PLAY,StillPlaying,88783.0
4.804691314697266,4,7,PLAY,Writing,509091.0
5.704108476638794,5,8,PLAY,Writing,577751.0
7.418421745300293,7,9,PLAY,Writing,782553.0
8.002514362335205,8,8,PLAY,StillPlaying,128503.0
12.002615451812744,12,7,PLAY,StillPlaying,177437.0
12.86217212677002,12,8,PLAY,Writing,1008699.0
16.002591133117676,16,7,PLAY,StillPlaying,217761.0
17.48478674888611,17,8,PLAY,Writing,1207152.0
20.0026216506958,20,7,PLAY,StillPlaying,255865.0
20.183084964752197,20,8,PLAY,Writing,1008699.0
24.002599477767944,24,7,PLAY,StillPlaying,323047.0
28.00254201889038,28,6,PLAY,StillPlaying,378355.0
28.238184452056885,28,7,PLAY,Writing,1207152.0
30.330865144729614,30,8,PLAY,Writing,782553.0
32.002609729766846,32,7,PLAY,StillPlaying,509091.0
32.98319387435913,32,8,PLAY,Writing,1008699.0
35.44087886810303,35,9,PLAY,Writing,782553.0
36.00260376930237,36,8,PLAY,StillPlaying,577751.0
37.69649004936218,37,9,PLAY,Writing,1008699.0
39.446654081344604,39,10,PLAY,Writing,782553.0
40.00256586074829,40,9,PLAY,StillPlaying,782553.0
42.40171432495117,42,10,PLAY,Writing,1008699.0
44.002626180648804,44,9,PLAY,StillPlaying,1008699.0
45.13956141471863,45,10,PLAY,Writing,1207152.0
46.547993183135986,46,11,PLAY,Writing,1473801.0
48.002559185028076,48,10,PLAY,StillPlaying,1207152.0
52.002556562423706,52,9,PLAY,StillPlaying,1008699.0
56.00255298614502,56,8,PLAY,StillPlaying,1207152.0
56.01110339164734,56,9,PLAY,Writing,2087347.0
57.50740122795105,57,10,PLAY,Writing,1207152.0
59.33160901069641,59,11,PLAY,Writing,1473801.0
60.00251531600952,60,10,PLAY,StillPlaying,782553.0
64.00261425971985,64,9,PLAY,StillPlaying,1008699.0
65.68435955047607,65,10,PLAY,Writing,1207152.0
67.79344367980957,67,11,PLAY,Writing,1473801.0
68.00249290466309,68,10,PLAY,StillPlaying,782553.0
72.0025987625122,72,9,PLAY,StillPlaying,1008699.0
74.97862005233765,74,10,PLAY,Writing,1207152.0
76.00255131721497,76,9,PLAY,StillPlaying,782553.0
80.00259780883789,80,8,PLAY,StillPlaying,1008699.0
80.16273403167725,80,9,PLAY,Writing,1473801.0
83.99396109580994,83,10,PLAY,Writing,1008699.0
84.00259280204773,84,9,PLAY,StillPlaying,1207152.0
87.64142799377441,87,10,PLAY,Writing,1207152.0
88.002610206604,88,9,PLAY,StillPlaying,1473801.0
90.51829957962036,90,10,PLAY,Writing,1008699.0
92.00255012512207,92,9,PLAY,StillPlaying,2087347.0
93.59812211990356,93,10,PLAY,Writing,1207152.0
96.00262093544006,96,9,PLAY,StillPlaying,1207152.0
96.71509623527527,96,10,PLAY,Writing,1008699.0
100.00262975692749,100,9,PLAY,StillPlaying,1473801.0
101.04143285751343,101,10,PLAY,Writing,1207152.0
104.00259709358215,104,9,PLAY,StillPlaying,1207152.0
106.05485796928406,106,10,PLAY,Writing,1473801.0
108.00341701507568,108,9,PLAY,StillPlaying,1473801.0
109.04150915145874,109,10,PLAY,Writing,1207152.0
112.00258755683899,112,9,PLAY,StillPlaying,1207152.0
112.72347474098206,112,10,PLAY,Writing,1473801.0
